id,date_listed,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,view,furnishing,chiller_included,parking_spaces,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,contract_type,n_cheques,annual_rent_usd,rent_per_sqft_usd,rent_per_m2_usd
R003482,2025-01-27,Al Barsha,Al Barsha,25.10498,55.20798,apartment,3BR,3,2292,213.0,golf_course,fully_furnished,False,2,Mall of the Emirates,Red,11,12.24,short_term,2,53300,23,250
R022017,2025-03-27,Al Mamzar,Al Mamzar,25.30386,55.33165,apartment,1BR,1,813,75.6,sea,fully_furnished,True,1,Al Nahda,Red,27,13.18,yearly,12,26600,32,353
R021006,2024-03-05,Dubai Islands,Deira Islands,25.2843,55.3109,apartment,3BR,3,1632,151.7,marina,semi_furnished,True,1,Union (G),Green,27,10.36,yearly,12,95000,58,626
R013303,2024-09-11,Dubai Production City,IMPZ,25.02901,55.23645,apartment,studio,0,552,51.3,marina,fully_furnished,False,1,Jumeirah Golf Estates,Red,78,19.09,yearly,4,11300,20,220
R004729,2024-02-21,Mudon,Dubailand,25.04941,55.2484,villa,5BR_villa,5,5603,520.6,marina,semi_furnished,False,4,UAE Pavilion,Red,152,16.64,yearly,4,159100,28,306
R005227,2025-04-24,Jumeirah Park,Emirates Living,25.04856,55.15567,villa,6BR_villa,6,7421,689.4,pool,unfurnished,True,2,Max,Red,288,20.4,yearly,4,310000,41,450
R011676,2025-09-06,Jumeirah Islands,Emirates Living,25.06925,55.16297,villa,4BR_villa,4,4552,422.9,park,semi_furnished,False,2,MRT-1,Red,46,18.12,yearly,2,281000,61,664
R009663,2021-02-19,Dubai Marina,Dubai Marina,25.08852,55.12981,apartment,1BR,1,706,65.6,park,fully_furnished,False,1,UAE Pavilion,Red,72,18.92,yearly,6,15700,22,239
R012097,2025-02-11,La Mer,Jumeirah,25.22438,55.27649,apartment,4BR_penthouse,4,3600,334.4,city,fully_furnished,False,1,Max,Red,39,3.03,yearly,2,205100,57,613
R002048,2024-10-13,Bulgari Resort,Jumeirah Bay,25.21133,55.259,apartment,3BR,3,1369,127.1,city,semi_furnished,True,2,World Trade Centre,Red,52,2.21,yearly,2,200800,146,1579
R009559,2024-08-25,Falcon City of Wonders,Dubailand,25.03886,55.32406,villa,3BR_villa,3,2595,241.1,burj_khalifa,semi_furnished,True,2,MRT-1,Red,216,18.3,yearly,4,71500,27,296
R018340,2023-03-23,Umm Suqeim,Jumeirah,25.14127,55.22073,villa,4BR_villa,4,4228,392.8,community,fully_furnished,False,3,Burj Khalifa/Dubai Mall,Red,112,8.24,yearly,4,301300,71,767
R016112,2023-07-31,Business Bay,Business Bay,25.19868,55.28075,apartment,studio,0,513,47.6,city,fully_furnished,False,1,Business Bay,Red,3,0.66,yearly,4,21600,42,453
R009872,2022-02-21,International City,International City,25.18212,55.41238,apartment,2BR,2,1110,103.1,community,fully_furnished,False,1,Al Jafiliya,Red,173,13.98,short_term,1,7500,6,72
R022020,2023-09-13,Motor City,Motor City,25.04804,55.23315,apartment,4BR_penthouse,4,1600,148.6,golf_course,fully_furnished,False,1,Dubai Investment Park,Red,115,17.1,yearly,12,40300,25,271
R024141,2024-09-16,Al Barsha,Al Barsha,25.10235,55.20204,villa,5BR_villa,5,6262,581.7,pool,fully_furnished,False,4,Dubai Internet City,Red,40,12.82,yearly,12,192900,30,332
R002206,2021-09-11,The Springs,Emirates Living,25.04986,55.17977,villa,4BR_villa,4,3107,288.7,community,fully_furnished,False,4,Discovery Gardens,Red,47,18.95,yearly,2,90100,29,312
R001466,2022-08-06,DAMAC Lagoons,Damac,25.04807,55.27817,villa,5BR_villa,5,5551,515.7,burj_khalifa,semi_furnished,True,2,Burj Khalifa/Dubai Mall,Red,203,16.59,yearly,2,203900,36,395
R001966,2021-12-04,Al Furjan,Al Furjan,25.01238,55.14873,apartment,1BR,1,590,54.8,city,semi_furnished,False,1,Al Furjan,Red,3,24.13,short_term,2,10300,17,188
R022982,2024-10-08,DAMAC Lagoons,Damac,25.03692,55.26226,villa,5BR_villa,5,4797,445.7,burj_khalifa,semi_furnished,True,4,Business Bay,Red,189,17.86,yearly,6,154800,32,347
R002552,2025-12-12,Jumeirah Village Triangle,JVT,25.05563,55.18613,apartment,1BR,1,715,66.5,park,unfurnished,False,1,UAE Pavilion,Red,81,18.08,short_term,12,16600,23,249
R024209,2022-03-11,Al Warqa,Al Warqa,25.18963,55.38352,villa,5BR_villa,5,3654,339.5,pool,unfurnished,True,2,Al Karama,Red,134,11.01,short_term,12,67000,18,198
R016288,2021-08-02,Jumeirah Golf Estates,JGE,25.02404,55.20008,villa,4BR_villa,4,5121,475.7,marina,fully_furnished,False,2,Energy,Red,129,20.66,yearly,6,148200,28,311
R005493,2026-03-26,Arabian Ranches,Arabian Ranches,25.04975,55.25234,villa,4BR_villa,4,4094,380.4,community,unfurnished,True,2,Noor Bank,Red,113,16.55,short_term,4,188900,46,497
R016294,2024-06-23,Dubai Creek Harbour,Creek,25.19967,55.35462,apartment,1BR,1,610,56.7,golf_course,semi_furnished,True,1,Burj Khalifa/Dubai Mall,Red,97,8.08,yearly,6,25000,40,441
R004291,2026-01-17,Karama,Bur Dubai,25.25094,55.31241,apartment,3BR,3,1823,169.4,community,semi_furnished,True,1,BurJuman (G),Green,13,7.09,yearly,2,39400,21,232
R009546,2021-03-24,Living Legends,Dubailand,25.0803,55.29971,apartment,studio,0,305,28.3,sea,fully_furnished,False,2,Stadium,Red,301,13.25,yearly,2,5400,17,192
R014388,2023-02-08,Remraam,Dubailand,25.00119,55.25469,apartment,1BR,1,823,76.4,sea,fully_furnished,False,1,Dubai Internet City,Red,164,21.89,short_term,4,12100,14,159
R021504,2022-02-09,Damac Hills,Damac Hills,25.02909,55.26184,apartment,1BR,1,683,63.4,sea,semi_furnished,True,2,Oud Metha,Green,285,18.74,yearly,12,14900,21,234
R008513,2023-01-29,Maritime City,Maritime City,25.25951,55.2593,apartment,studio,0,398,36.9,marina,semi_furnished,False,1,BurJuman,Red,57,7.09,yearly,6,11200,28,304
R002553,2022-07-08,Sustainable City,Sustainable City,24.98603,55.27061,villa,3BR_villa,3,3165,294.1,city,unfurnished,False,3,Expo 2020,Red,165,23.48,yearly,2,75800,23,258
R002338,2026-02-03,Al Barsha,Al Barsha,25.11623,55.22684,apartment,1BR,1,926,86.0,park,semi_furnished,False,1,Sharaf DG,Red,18,10.2,short_term,1,27100,29,315
R006823,2021-02-05,Meydan,Meydan,25.15467,55.28571,apartment,1BR,1,989,91.9,marina,fully_furnished,True,2,Business Bay,Red,63,4.86,yearly,4,28400,28,309
R003061,2021-06-29,Al Qusais,Al Qusais,25.27895,55.38195,apartment,2BR,2,1356,126.0,park,fully_furnished,False,2,Al Qusais,Green,1,14.13,yearly,4,14000,10,111
R021440,2022-12-28,International City,International City,25.16049,55.40425,apartment,studio,0,463,43.1,community,unfurnished,True,1,Abu Baker Al Siddique,Red,182,13.69,yearly,1,3700,8,86
R010759,2026-03-27,Majan,Dubailand,25.06834,55.28654,apartment,1BR,1,789,73.3,community,fully_furnished,True,2,Dubai Airport Free Zone,Green,293,14.38,yearly,2,11800,15,161
R007965,2022-09-25,Al Barsha,Al Barsha,25.10289,55.22586,villa,5BR_villa,5,5935,551.4,community,semi_furnished,False,3,Mall of the Emirates,Red,12,11.57,yearly,12,103300,17,187
R004001,2023-09-24,Jumeirah Village Circle,JVC,25.05682,55.21826,apartment,2BR,2,1347,125.2,community,fully_furnished,True,1,Dubai Internet City,Red,76,16.6,yearly,6,31100,23,248
R019421,2026-01-13,Motor City,Motor City,25.05459,55.23961,apartment,1BR,1,716,66.6,community,semi_furnished,False,2,Union,Red,310,16.24,yearly,1,18200,25,274
R013340,2021-08-09,Al Mamzar,Al Mamzar,25.30518,55.35826,apartment,studio,0,438,40.7,park,semi_furnished,False,2,Al Qiyadah (G),Green,12,14.67,yearly,4,8600,19,211
R011765,2025-03-05,Deira,Deira,25.27155,55.29488,apartment,studio,0,387,35.9,community,semi_furnished,True,1,Union,Red,4,8.52,yearly,12,7500,19,210
R009617,2026-03-15,Meydan,Meydan,25.15678,55.31696,apartment,1BR,1,681,63.3,sea,fully_furnished,True,1,Al Jafiliya,Red,109,6.21,yearly,2,35100,51,554
R003425,2021-10-19,Maritime City,Maritime City,25.26371,55.28103,apartment,1BR,1,889,82.6,community,semi_furnished,True,2,Dubai Airport Free Zone,Green,130,7.43,yearly,2,16400,18,198
R008591,2025-05-01,Damac Hills,Damac Hills,25.02155,55.25711,apartment,4BR_penthouse,4,3484,323.6,city,unfurnished,False,1,Dubai Airport Free Zone,Green,358,19.61,yearly,4,85400,24,264
R003848,2026-01-27,Bur Dubai,Bur Dubai,25.25459,55.29858,apartment,studio,0,521,48.4,community,fully_furnished,False,2,Al Ras,Green,10,6.83,yearly,4,13500,25,279
R018171,2021-01-25,Dubai Hills Estate,Mohammed Bin Rashid,25.11129,55.25774,villa,6BR_villa,6,8830,820.3,park,fully_furnished,True,3,Mall of the Emirates,Red,54,9.7,yearly,2,218500,24,266
R007907,2024-01-02,Mirdif,Mirdif,25.22112,55.41964,villa,3BR_villa,3,2236,207.7,marina,fully_furnished,False,4,Max,Red,153,14.85,yearly,2,53500,23,258
R009690,2023-10-02,Al Nahda,Al Nahda,25.2932,55.39255,apartment,1BR,1,817,75.9,pool,unfurnished,False,2,Al Ghubaiba,Green,101,15.97,yearly,12,13200,16,174
R007573,2024-08-05,Al Warqa,Al Warqa,25.20797,55.40524,villa,3BR_villa,3,3167,294.2,sea,fully_furnished,True,2,Al Qusais,Green,123,13.22,short_term,2,121700,38,414
R010706,2023-12-11,Dubailand,Dubailand,25.0165,55.30894,villa,3BR_villa,3,3600,334.5,city,fully_furnished,True,2,Oud Metha,Green,284,20.39,yearly,4,71000,19,212
R005589,2024-04-18,Living Legends,Dubailand,25.08644,55.30313,villa,3BR_villa,3,3379,313.9,community,fully_furnished,True,4,Al Jafiliya,Red,204,12.65,yearly,12,67800,20,216
R014320,2026-04-20,Bluewaters Island,Dubai Marina,25.07878,55.13361,apartment,2BR,2,1417,131.6,sea,semi_furnished,False,1,Discovery Gardens,Red,55,19.35,yearly,12,110300,77,838
R013822,2022-01-05,Emirates Hills,Emirates Hills,25.03653,55.17415,villa,5BR_villa,5,6201,576.1,marina,semi_furnished,True,4,Al Nahda (G),Green,407,20.52,short_term,2,411900,66,715
R019796,2022-01-04,Maritime City,Maritime City,25.25785,55.26547,apartment,studio,0,443,41.1,marina,unfurnished,False,3,Baniyas Square,Red,60,6.8,yearly,12,11200,25,273
R016494,2024-10-06,Dubailand,Dubailand,25.04131,55.29652,villa,5BR_villa,5,5748,534.0,park,fully_furnished,False,2,First Abu Dhabi Bank,Red,171,17.48,yearly,1,92800,16,174
R014546,2025-10-12,Town Square,Nshama,25.01908,55.26576,apartment,2BR,2,1275,118.5,city,semi_furnished,False,1,Dubai Investment Park,Red,122,19.83,yearly,6,19300,15,163
R010168,2022-07-14,Maritime City,Maritime City,25.26562,55.24574,apartment,2BR,2,1313,122.0,community,fully_furnished,True,2,Al Karama,Red,64,8.14,yearly,2,39100,29,321
R013413,2022-04-21,Bluewaters Island,Dubai Marina,25.07164,55.12566,apartment,1BR,1,534,49.6,community,semi_furnished,True,1,Mashreq Bank,Red,62,20.47,yearly,1,21300,40,430
R017904,2022-08-24,Majan,Dubailand,25.07619,55.27395,apartment,1BR,1,817,75.9,sea,fully_furnished,True,1,UAE Pavilion,Red,194,13.46,yearly,2,15100,18,199
R021809,2026-02-01,Business Bay,Business Bay,25.19042,55.25416,apartment,studio,0,366,34.0,pool,unfurnished,True,1,Business Bay,Red,6,2.17,yearly,4,13500,37,398
R002653,2024-10-08,Mudon,Dubailand,25.04663,55.25553,villa,4BR_villa,4,4470,415.3,community,semi_furnished,False,2,Mall of the Emirates,Red,111,16.85,yearly,1,98600,22,237
R004706,2025-10-03,The Meadows,Emirates Living,25.04922,55.17542,villa,3BR_villa,3,2745,255.0,community,semi_furnished,False,2,Abu Baker Al Siddique (G),Green,358,19.24,yearly,12,160000,58,627
R009621,2021-03-11,Jumeirah Park,Emirates Living,25.05044,55.16517,villa,3BR_villa,3,3553,330.1,community,semi_furnished,True,3,UAE Pavilion,Red,63,19.68,yearly,1,87300,24,265
R017786,2021-02-22,Damac Hills,Damac Hills,25.03606,55.2583,apartment,1BR,1,682,63.3,marina,semi_furnished,False,1,Jumeirah Golf Estates,Red,114,17.99,yearly,2,13900,20,219
R006915,2022-10-11,Arabian Ranches,Arabian Ranches,25.04226,55.2461,villa,3BR_villa,3,3006,279.3,city,unfurnished,True,2,Danube,Red,180,17.46,yearly,2,124900,41,447
R004889,2024-08-09,Al Reem,Arabian Ranches,25.04215,55.25716,villa,5BR_villa,5,4787,444.7,park,fully_furnished,False,3,Discovery Gardens,Red,151,17.33,yearly,2,197900,41,445
R013286,2025-02-28,Sustainable City,Sustainable City,24.98571,55.28077,villa,5BR_villa,5,6798,631.6,city,unfurnished,False,4,UAE Exchange,Red,260,23.53,yearly,2,160000,23,253
R015978,2023-03-29,La Mer,Jumeirah,25.229,55.24538,apartment,4BR_penthouse,4,4068,378.0,marina,fully_furnished,False,2,Emirates Towers,Red,31,4.59,short_term,6,319300,78,845
R021306,2025-09-10,Al Warqa,Al Warqa,25.18317,55.38949,villa,6BR_villa,6,8278,769.1,marina,unfurnished,False,3,Salah Al Din,Red,141,11.69,short_term,2,196100,23,255
R006537,2024-07-15,Damac Hills,Damac Hills,25.02878,55.23874,villa,3BR_villa,3,2828,262.8,park,semi_furnished,False,3,Abu Baker Al Siddique,Red,346,19.07,yearly,12,58200,20,222
R017763,2022-04-21,Meydan,Meydan,25.15119,55.31173,apartment,studio,0,562,52.2,community,fully_furnished,True,1,Al Ras,Green,151,6.35,yearly,4,14800,26,284
R015121,2025-08-30,Bluewaters Island,Dubai Marina,25.08646,55.1014,apartment,4BR_penthouse,4,2278,211.6,pool,fully_furnished,True,2,First Abu Dhabi Bank,Red,150,21.33,yearly,2,117200,51,554
R002826,2022-09-18,DAMAC Lagoons,Damac,25.04511,55.27755,villa,5BR_villa,5,4405,409.2,community,fully_furnished,False,3,Expo 2020,Red,187,16.91,yearly,12,93600,21,229
R022744,2022-07-07,Al Warqa,Al Warqa,25.19796,55.40116,villa,4BR_villa,4,3061,284.4,burj_khalifa,fully_furnished,False,2,Max,Red,132,12.75,yearly,4,66900,21,235
R005334,2022-04-17,Mira,Reem,25.0375,55.27277,villa,4BR_villa,4,4049,376.1,community,unfurnished,True,2,UAE Exchange,Red,263,17.76,yearly,12,76600,18,204
R002512,2025-11-08,Jumeirah 2,Jumeirah,25.24205,55.24723,apartment,2BR,2,1266,117.6,pool,semi_furnished,False,2,Business Bay,Red,49,5.69,short_term,2,64700,51,550
R004719,2023-04-18,Maritime City,Maritime City,25.26086,55.2412,apartment,studio,0,343,31.9,community,fully_furnished,True,1,Baniyas Square,Red,63,7.83,yearly,1,13500,39,424
R021964,2021-10-27,Madinat Jumeirah Living,Jumeirah,25.12129,55.19586,apartment,3BR,3,2207,205.0,burj_khalifa,semi_furnished,False,1,First Abu Dhabi Bank,Red,57,11.56,yearly,6,104600,47,510
R018811,2023-07-16,Sustainable City,Sustainable City,24.97376,55.27092,villa,4BR_villa,4,3012,279.8,city,fully_furnished,False,3,Dubai Internet City,Red,205,24.85,yearly,12,113800,37,407
R023281,2021-08-06,Sobha Hartland,MBR City,25.18767,55.28356,apartment,1BR,1,802,74.5,park,fully_furnished,True,1,Burj Khalifa/Dubai Mall,Red,38,1.4,yearly,2,23500,29,316
R013209,2021-02-23,The Meadows,Emirates Living,25.06208,55.17448,villa,4BR_villa,4,3367,312.8,burj_khalifa,unfurnished,True,3,MRT-1,Red,54,18.08,yearly,1,144500,42,462
R005030,2021-10-12,Bluewaters Island,Dubai Marina,25.08111,55.10928,apartment,2BR,2,1075,99.9,city,semi_furnished,True,1,Ibn Battuta,Red,47,21.04,yearly,12,48800,45,489
R001118,2022-02-05,Green Community,DIP,25.01017,55.18592,villa,5BR_villa,5,6738,626.0,community,unfurnished,False,2,Jebel Ali,Red,48,22.62,short_term,1,89200,13,143
R004407,2023-03-20,Damac Hills 2,Damac Hills,24.94807,55.29589,villa,4BR_villa,4,3832,356.0,community,unfurnished,False,3,Danube,Red,219,27.79,yearly,4,76900,20,216
R010537,2024-09-13,Mudon,Dubailand,25.05485,55.23671,villa,3BR_villa,3,3066,284.8,park,fully_furnished,True,2,Danube,Red,162,16.28,yearly,2,107200,35,376
R004549,2024-10-03,Sustainable City,Sustainable City,24.98567,55.29747,villa,3BR_villa,3,3469,322.3,golf_course,semi_furnished,True,2,Noor Bank,Red,207,23.64,yearly,12,108500,31,337
R019948,2022-08-21,Liwan,Dubailand,25.05964,55.32763,apartment,1BR,1,807,74.9,city,unfurnished,False,1,Business Bay,Red,180,16.21,yearly,1,11500,14,153
R013867,2021-07-28,Jumeirah Village Triangle,JVT,25.07039,55.1737,apartment,studio,0,425,39.5,community,fully_furnished,True,2,Noor Bank,Red,101,17.37,yearly,12,5600,13,142
R005187,2023-05-24,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12021,55.39287,apartment,2BR,2,1545,143.6,community,unfurnished,False,1,Dubai Airport Free Zone,Green,217,14.68,yearly,2,18100,11,126
R013503,2026-02-13,Al Furjan,Al Furjan,25.01042,55.15689,apartment,4BR_penthouse,4,3224,299.5,park,unfurnished,True,1,Al Furjan,Red,2,23.9,short_term,2,97500,30,326
R024866,2023-05-04,Palm Jumeirah,Palm Jumeirah,25.10639,55.13408,apartment,studio,0,441,40.9,city,fully_furnished,False,3,Noor Bank,Red,99,17.36,yearly,2,35300,80,862
R020132,2022-02-22,Green Community,DIP,25.00844,55.18608,villa,5BR_villa,5,6182,574.3,marina,fully_furnished,False,3,Al Furjan,Red,47,22.8,yearly,2,125100,20,218
R013069,2022-12-22,Jumeirah Village Triangle,JVT,25.06724,55.19444,apartment,2BR,2,856,79.5,community,fully_furnished,True,1,Ibn Battuta,Red,82,16.54,yearly,2,17200,20,216
R005375,2023-07-09,Jumeirah Bay Island,Jumeirah,25.20146,55.24896,apartment,2BR,2,1086,100.9,community,fully_furnished,True,1,Emirates Towers,Red,42,2.6,yearly,6,126500,116,1254
R023994,2023-04-15,Living Legends,Dubailand,25.08107,55.27389,apartment,1BR,1,794,73.7,sea,fully_furnished,True,1,Noor Bank,Red,116,12.91,yearly,2,21400,26,290
R002809,2024-03-19,Bukadra,Bukadra,25.17611,55.35716,apartment,2BR,2,1187,110.3,city,unfurnished,True,1,Etisalat,Green,120,8.65,yearly,12,40100,33,363
R002805,2026-01-31,Bulgari Resort,Jumeirah Bay,25.20133,55.26967,apartment,1BR,1,815,75.7,community,unfurnished,True,1,Al Jafiliya,Red,60,0.66,yearly,1,113100,138,1494
R009751,2025-11-17,Azizi Riviera,MBR City,25.18735,55.30128,apartment,studio,0,407,37.8,golf_course,fully_furnished,True,1,Dubai Airport Free Zone,Green,166,2.92,yearly,12,18300,45,485
R022519,2023-08-10,Arabian Ranches,Arabian Ranches,25.05974,55.27915,villa,3BR_villa,3,3616,336.0,community,unfurnished,True,3,Jebel Ali,Red,179,15.29,yearly,12,163200,45,486
R020216,2021-07-30,The Springs,Emirates Living,25.04337,55.18267,villa,3BR_villa,3,2053,190.7,burj_khalifa,semi_furnished,True,3,Al Furjan,Red,52,19.44,yearly,2,59900,29,314
R006232,2023-02-10,Maritime City,Maritime City,25.26061,55.26792,apartment,2BR,2,1071,99.5,pool,semi_furnished,True,1,Al Qusais,Green,141,7.08,short_term,1,23300,21,234
R018409,2022-03-16,Jumeirah 3,Jumeirah,25.19569,55.24712,villa,5BR_villa,5,5027,467.0,community,fully_furnished,True,3,Max,Red,84,2.75,yearly,2,171500,34,367
R012612,2025-04-01,Tilal Al Ghaf,Tilal Al Ghaf,25.00658,55.24962,villa,3BR_villa,3,3358,312.0,park,fully_furnished,True,3,Mashreq Bank,Red,155,21.34,yearly,4,104500,31,335
R023719,2025-06-14,DIFC,DIFC,25.21348,55.28923,apartment,3BR,3,1677,155.8,community,unfurnished,False,2,Al Qiyadah,Red,134,2.35,yearly,12,100800,60,647
R021147,2023-11-07,Dubai Sports City,Dubai Sports City,25.04307,55.21937,apartment,3BR,3,1274,118.3,community,fully_furnished,False,1,Sharaf DG,Red,101,18.01,yearly,4,26800,21,226
R020343,2022-09-28,Al Barsha,Al Barsha,25.10901,55.21421,villa,5BR_villa,5,5168,480.1,marina,fully_furnished,True,4,Mall of the Emirates,Red,15,11.53,yearly,4,180200,34,375
R001840,2021-11-05,Discovery Gardens,Discovery Gardens,25.0457,55.1462,apartment,studio,0,448,41.6,sea,semi_furnished,False,2,Jumeirah Golf Estates,Red,34,21.22,yearly,4,5900,13,142
R007552,2025-06-03,The Springs,Emirates Living,25.04311,55.2013,villa,4BR_villa,4,4409,409.6,community,unfurnished,True,2,Mall of the Emirates,Red,100,18.65,yearly,2,163200,37,398
R000622,2021-09-10,Remraam,Dubailand,24.99141,55.2626,apartment,4BR_penthouse,4,2253,209.3,sea,unfurnished,False,1,MRT-1,Red,151,22.91,yearly,4,23800,10,114
R024241,2022-07-05,Dubai Sports City,Dubai Sports City,25.0521,55.2366,apartment,2BR,2,1632,151.6,marina,unfurnished,False,2,Jumeirah Golf Estates,Red,70,16.58,yearly,1,28600,17,189
R020076,2022-03-26,Al Reem,Arabian Ranches,25.03686,55.2583,villa,4BR_villa,4,4206,390.7,marina,fully_furnished,False,3,Salah Al Din (G),Green,313,17.9,yearly,1,105300,25,270
R013973,2022-07-13,Mira,Reem,25.03298,55.26654,villa,5BR_villa,5,5473,508.4,park,fully_furnished,False,2,Al Qusais,Green,353,18.28,yearly,1,136200,24,268
R011944,2026-03-20,Arabian Ranches,Arabian Ranches,25.05496,55.2821,villa,4BR_villa,4,3865,359.1,sea,unfurnished,True,4,Jumeirah Golf Estates,Red,125,15.83,yearly,12,167900,43,468
R020437,2021-11-11,Jumeirah Park,Emirates Living,25.03696,55.17015,villa,4BR_villa,4,2619,243.3,community,unfurnished,False,3,Jumeirah Golf Estates,Red,38,20.68,yearly,2,91300,34,375
R024908,2026-04-20,Remraam,Dubailand,24.99526,55.24439,apartment,2BR,2,907,84.3,pool,fully_furnished,False,2,Dubai Investment Park,Red,103,22.66,yearly,2,13900,15,165
R002855,2021-04-11,Tilal Al Ghaf,Tilal Al Ghaf,25.01792,55.25141,villa,5BR_villa,5,3963,368.2,pool,semi_furnished,True,4,Emirates Towers,Red,271,20.07,yearly,2,65200,16,177
R006001,2025-12-14,Sobha Hartland,MBR City,25.20125,55.28731,villa,5BR_villa,5,4703,436.9,city,unfurnished,False,4,Financial Centre,Red,48,1.37,yearly,1,225400,47,516
R004245,2021-10-02,The Lakes,Emirates Living,25.04637,55.17885,villa,6BR_villa,6,8023,745.4,park,semi_furnished,True,3,Mashreq Bank,Red,59,19.33,yearly,1,206200,25,277
R005117,2026-01-03,Al Barsha South,Al Barsha,25.07741,55.21488,apartment,4BR_penthouse,4,1265,117.5,community,semi_furnished,True,1,Noor Bank,Red,64,14.61,yearly,2,25900,20,221
R012681,2021-12-27,Karama,Bur Dubai,25.24327,55.31126,apartment,2BR,2,1204,111.8,community,fully_furnished,True,2,Max,Red,16,6.32,yearly,1,14900,12,134
R021303,2021-06-12,Jumeirah Park,Emirates Living,25.05606,55.17296,villa,4BR_villa,4,4043,375.6,pool,unfurnished,True,3,Jumeirah Golf Estates,Red,43,18.72,yearly,4,133200,32,355
R023403,2024-10-26,DIFC,DIFC,25.21064,55.27286,villa,3BR_villa,3,2424,225.2,community,unfurnished,True,3,Al Jadaf,Green,67,1.5,yearly,6,191700,79,851
R010155,2025-02-14,Al Warqa,Al Warqa,25.20509,55.38853,villa,3BR_villa,3,2722,252.8,community,unfurnished,False,2,Al Ghubaiba,Green,145,11.52,yearly,4,54400,20,215
R001807,2023-01-11,Jumeirah 3,Jumeirah,25.21736,55.22028,apartment,1BR,1,1053,97.8,pool,fully_furnished,True,1,Baniyas Square,Red,122,5.89,yearly,1,47800,45,488
R021255,2021-02-14,Arabian Ranches,Arabian Ranches,25.04536,55.26279,villa,4BR_villa,4,4399,408.7,pool,fully_furnished,False,2,Max,Red,246,16.92,yearly,2,100200,22,245
R022158,2022-02-14,Jumeirah 2,Jumeirah,25.22382,55.25617,apartment,studio,0,463,43.0,park,fully_furnished,False,1,Max,Red,67,3.48,yearly,2,15600,33,362
R004371,2022-08-03,Dubai Festival City,Festival City,25.2359,55.3638,apartment,3BR,3,1967,182.8,community,fully_furnished,True,1,Creek,Green,7,9.97,yearly,2,47800,24,261
R022073,2025-04-25,Liwan,Dubailand,25.07414,55.30094,apartment,3BR,3,2392,222.2,community,fully_furnished,False,1,Palm Deira,Green,267,13.94,yearly,2,42400,17,191
R022875,2025-11-02,Mudon,Dubailand,25.04019,55.24342,villa,5BR_villa,5,4393,408.1,community,semi_furnished,False,3,Salah Al Din (G),Green,318,17.74,yearly,1,85900,19,210
R012728,2023-12-20,Dubai South,Dubai South,24.90849,55.16809,apartment,2BR,2,1109,103.0,marina,fully_furnished,True,1,Mall of the Emirates,Red,282,33.84,yearly,4,16000,14,155
R021915,2024-05-22,Karama,Bur Dubai,25.22889,55.30051,apartment,3BR,3,1796,166.9,park,fully_furnished,False,2,Oud Metha,Green,18,4.4,yearly,6,46800,26,280
R005760,2022-02-07,Damac Hills 2,Damac Hills,24.95836,55.26411,villa,5BR_villa,5,5208,483.8,pool,unfurnished,False,3,Union (G),Green,409,26.58,yearly,4,79500,15,164
R004117,2025-11-22,Al Barsha,Al Barsha,25.11682,55.2074,apartment,1BR,1,773,71.8,community,unfurnished,False,1,Al Furjan,Red,126,11.2,yearly,4,14500,18,201
R022508,2025-04-09,Downtown Dubai,Downtown,25.19714,55.26613,apartment,3BR,3,1926,178.9,marina,semi_furnished,True,1,Al Jafiliya,Red,51,0.83,yearly,4,130500,67,729
R006417,2023-03-25,Bur Dubai,Bur Dubai,25.2619,55.29659,apartment,1BR,1,789,73.3,burj_khalifa,semi_furnished,True,3,Al Ras,Green,10,7.53,yearly,12,18100,22,247
R001519,2021-11-20,Reem Mira,Reem,25.04143,55.26133,villa,4BR_villa,4,2753,255.7,marina,fully_furnished,False,3,Al Jadaf,Green,258,17.37,yearly,12,71600,26,280
R006188,2025-11-22,Emirates Hills,Emirates Hills,25.04157,55.15183,villa,3BR_villa,3,2683,249.3,park,semi_furnished,True,3,Jebel Ali,Red,79,21.25,yearly,2,211500,78,849
R023388,2025-03-25,Dubai Production City,IMPZ,25.03664,55.22807,apartment,2BR,2,1027,95.4,sea,fully_furnished,False,1,Noor Bank,Red,137,18.45,yearly,12,21600,21,226
R002547,2022-06-17,Dubai Investment Park,DIP,24.98481,55.19374,apartment,3BR,3,1998,185.6,pool,semi_furnished,False,2,Dubai Investment Park,Red,21,24.97,yearly,12,24700,12,133
R000289,2024-03-21,Arabian Ranches,Arabian Ranches,25.04454,55.2779,villa,3BR_villa,3,3184,295.8,sea,fully_furnished,True,3,BurJuman,Red,274,16.98,yearly,1,203600,63,688
R023675,2026-03-11,DAMAC Lagoons,Damac,25.05445,55.2883,villa,5BR_villa,5,4931,458.1,city,fully_furnished,True,3,First Abu Dhabi Bank,Red,122,15.93,short_term,1,137300,27,300
R000735,2024-10-17,Arabian Ranches,Arabian Ranches,25.0585,55.25308,villa,3BR_villa,3,1541,143.2,city,fully_furnished,True,2,Discovery Gardens,Red,153,15.57,yearly,2,93100,60,650
R003474,2023-12-06,Dubai Harbour,Dubai Marina,25.09032,55.12588,apartment,2BR,2,1124,104.4,pool,unfurnished,True,2,Sharaf DG,Red,59,19.1,yearly,4,74500,66,713
